Instance;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5 (meaningless but please still use it);Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Target;Target Class
329;31627;37952;45542;54650;10642;78696;94435;113322;135986;163183;755393;Very Large Number
330;71532;85838;103006;123607;25827;177994;213593;256312;307574;369089;1708545;Very Large Number
331;63763;76516;91819;110183;13216;158664;190397;228476;274171;329005;1522994;Very Large Number
332;75094;90113;108136;129763;64514;186859;224231;269077;322892;387470;1793635;Very Large Number
333;19973;23968;28762;34514;79133;49700;59640;71568;85882;103058;477065;Large Number
334;70115;84138;100966;121159;89618;174469;209363;251236;301483;361780;1674709;Very Large Number
335;96022;115226;138271;165925;20964;238932;286718;344062;412874;495449;2293479;Very Large Number
336;45351;54421;65305;78366;41528;112847;135416;162499;194999;233999;1083203;Very Large Number
337;91359;109631;131557;157868;36302;227330;272796;327355;392826;471391;2182113;Very Large Number
338;20071;24085;28902;34682;9980;49942;59930;71916;86299;103559;479386;Large Number
339;37872;45446;54535;65442;84923;94236;113083;135700;162840;195408;904562;Very Large Number
340;45429;54515;65418;78502;89293;113042;135650;162780;195336;234403;1085075;Very Large Number
341;6527;7832;9398;11278;76305;16241;19489;23387;28064;33677;155893;Large Number
342;46404;55685;66822;80186;40997;115468;138562;166274;199529;239435;1108365;Very Large Number
343;14320;17184;20621;24745;70782;35633;42760;51312;61574;73889;342038;Large Number
344;8750;10500;12600;15120;52172;21773;26128;31354;37625;45150;209000;Large Number
345;78655;94386;113263;135916;49691;195719;234863;281836;338203;405844;1878685;Very Large Number
346;43571;52285;62742;75290;45776;108418;130102;156122;187346;224815;1040691;Very Large Number
347;91452;109742;131690;158028;99866;227561;273073;327688;393226;471871;2184331;Very Large Number
348;75504;90605;108726;130471;41695;187878;225454;270545;324654;389585;1803422;Very Large Number
349;16175;19410;23292;27950;22936;40248;48298;57958;69550;83460;386341;Large Number
350;13063;15676;18811;22573;53517;32506;39007;46808;56170;67404;312018;Large Number
351;26081;31297;37556;45067;35078;64896;77875;93450;112140;134568;622930;Very Large Number
352;68077;81692;98030;117636;70258;169396;203275;243930;292716;351259;1626011;Very Large Number
353;6114;7337;8804;10565;39897;15214;18257;21908;26290;31548;146037;Large Number
354;38873;46648;55978;67174;36910;96731;116077;139292;167150;200580;928503;Very Large Number
355;46074;55289;66347;79616;19846;114647;137576;165091;198109;237731;1100480;Very Large Number
356;4934;5921;7105;8526;29012;12277;14732;17678;21214;25457;117844;Large Number
357;38187;45824;54989;65987;1567;95021;114025;136830;164196;197035;912094;Very Large Number
358;42552;51062;61274;73529;39855;105882;127058;152470;182964;219557;1016348;Very Large Number
359;6521;7825;9390;11268;11238;16226;19471;23365;28038;33646;155750;Large Number
360;93365;112038;134446;161335;10588;232322;278786;334543;401452;481742;2230029;Very Large Number
361;53781;64537;77444;92933;50924;133824;160589;192707;231248;277498;1284561;Very Large Number
362;77135;92562;111074;133289;6029;191936;230323;276388;331666;397999;1842372;Very Large Number
363;62113;74536;89443;107332;40944;154558;185470;222564;267077;320492;1483585;Very Large Number
364;74707;89648;107578;129094;69958;185896;223075;267690;321228;385474;1784390;Very Large Number
365;54929;65915;79098;94918;26899;136682;164018;196822;236186;283423;1311991;Very Large Number
366;48585;58302;69962;83954;93103;120894;145073;174088;208906;250687;1160451;Very Large Number
367;86528;103834;124601;149521;72478;215310;258372;310046;372055;446466;2066733;Very Large Number
368;93510;112212;134654;161585;187;232682;279218;335062;402074;482489;2233486;Very Large Number
369;98939;118727;142472;170966;35409;246191;295429;354515;425418;510502;2363159;Very Large Number
370;55079;66095;79314;95177;12792;137054;164465;197358;236830;284196;1315568;Very Large Number
371;72969;87563;105076;126091;77683;181571;217885;261462;313754;376505;1742876;Very Large Number
372;93998;112798;135358;162430;74026;233899;280679;336815;404178;485014;2245169;Very Large Number
373;66308;79570;95484;114581;24037;164996;197995;237594;285113;342136;1583777;Very Large Number
374;98403;118084;141701;170041;87869;244859;293831;352597;423116;507739;2350371;Very Large Number
375;35885;43062;51674;62009;98245;89293;107152;128582;154298;185158;857113;Very Large Number
376;43118;51742;62090;74508;12606;107292;128750;154500;185400;222480;1029880;Very Large Number
377;78315;93978;112774;135329;83272;194874;233849;280619;336743;404092;1870573;Very Large Number
378;50999;61199;73439;88127;81782;126902;152282;182738;219286;263143;1218115;Very Large Number
379;67971;81565;97878;117454;88299;169134;202961;243553;292264;350717;1623497;Very Large Number
380;62812;75374;90449;108539;7257;156296;187555;225066;270079;324095;1500265;Very Large Number
381;5914;7097;8516;10219;73500;14716;17659;21191;25429;30515;141256;Large Number
382;63735;76482;91778;110134;95681;158593;190312;228374;274049;328859;1522316;Very Large Number
383;54917;65900;79080;94896;62596;136650;163980;196776;236131;283357;1311687;Very Large Number
384;60333;72400;86880;104256;49018;150128;180154;216185;259422;311306;1441064;Very Large Number
385;26151;31381;37657;45188;79272;65071;78085;93702;112442;134930;624607;Very Large Number
386;83851;100621;120745;144894;57457;208648;250378;300454;360545;432654;2002790;Very Large Number
387;83953;100744;120893;145072;47811;208903;250684;300821;360985;433182;2005237;Very Large Number
388;29534;35441;42529;51035;78061;73490;88188;105826;126991;152389;705423;Very Large Number
389;85237;102284;122741;147289;59834;212096;254515;305418;366502;439802;2035884;Very Large Number
390;47479;56975;68370;82044;39274;118144;141773;170128;204154;244985;1134052;Very Large Number
391;40819;48983;58780;70536;63;101572;121886;146263;175516;210619;974974;Very Large Number
392;97497;116996;140395;168474;11367;242603;291124;349349;419219;503063;2328720;Very Large Number
393;2266;2719;3263;3916;28485;5639;6767;8120;9744;11693;54127;Large Number
394;79389;95267;114320;137184;32241;197545;237054;284465;341358;409630;1896212;Very Large Number
395;74332;89198;107038;128446;55162;184962;221954;266345;319614;383537;1775426;Very Large Number
396;13913;16696;20035;24042;19197;34620;41544;49853;59824;71789;332316;Large Number
397;76112;91334;109601;131521;6402;189390;227268;272722;327266;392719;1817933;Very Large Number
398;45256;54307;65168;78202;2063;112610;135132;162158;194590;233508;1080931;Very Large Number
399;87167;104600;125520;150624;89431;216899;260279;312335;374802;449762;2081988;Very Large Number
400;16153;19384;23261;27913;50281;40195;48234;57881;69457;83348;385826;Large Number
401;10021;12025;14430;17316;68264;24935;29922;35906;43087;51704;239346;Large Number
402;8678;10414;12497;14996;22428;21594;25913;31096;37315;44778;207281;Large Number
403;97505;117006;140407;168488;23446;242623;291148;349378;419254;503105;2328914;Very Large Number
404;1173;1408;1690;2028;59980;2921;3505;4206;5047;6056;28034;Medium Number
405;89186;107023;128428;154114;49625;221924;266309;319571;383485;460182;2130222;Very Large Number
406;71488;85786;102943;123532;50174;177886;213463;256156;307387;368864;1707505;Very Large Number
407;71604;85925;103110;123732;21720;178174;213809;256571;307885;369462;1710272;Very Large Number
408;26426;31711;38053;45664;58647;65756;78907;94688;113626;136351;631182;Very Large Number
409;93294;111953;134344;161213;18387;232147;278576;334291;401149;481379;2228346;Very Large Number
410;11356;13627;16352;19622;56584;28255;33906;40687;48824;58589;271218;Large Number
411;41637;49964;59957;71948;67122;103606;124327;149192;179030;214836;994497;Very Large Number
412;49206;59047;70856;85027;91428;122438;146926;176311;211573;253888;1175272;Very Large Number
413;78883;94660;113592;136310;80433;196286;235543;282652;339182;407018;1884126;Very Large Number
414;35332;42398;50878;61054;8183;87918;105502;126602;151922;182306;843912;Very Large Number
415;11924;14309;17171;20605;17563;29671;35605;42726;51271;61525;284807;Large Number
416;90344;108413;130096;156115;93951;224806;269767;323720;388464;466157;2157882;Very Large Number
417;63928;76714;92057;110468;30988;159074;190889;229067;274880;329856;1526933;Very Large Number
418;35107;42128;50554;60665;46075;87358;104830;125796;150955;181146;838539;Very Large Number
419;49315;59178;71014;85217;39162;122712;147254;176705;212046;254455;1177896;Very Large Number
420;52749;63299;75959;91151;53442;131257;157508;189010;226812;272174;1259919;Very Large Number
421;72304;86765;104118;124942;63497;179916;215899;259079;310895;373074;1726992;Very Large Number
422;72193;86632;103958;124750;39103;179640;215568;258682;310418;372502;1724343;Very Large Number
423;11127;13352;16022;19226;26600;27685;33222;39866;47839;57407;265746;Large Number
424;52613;63136;75763;90916;60317;130919;157103;188524;226229;271475;1256678;Very Large Number
425;46388;55666;66799;80159;78036;115429;138515;166218;199462;239354;1107990;Very Large Number
426;97627;117152;140582;168698;11777;242926;291511;349813;419776;503731;2331816;Very Large Number
427;87394;104873;125848;151018;71747;217466;260959;313151;375781;450937;2087427;Very Large Number
428;69920;83904;100685;120822;56020;173983;208780;250536;300643;360772;1670045;Very Large Number
429;78247;93896;112675;135210;17002;194702;233642;280370;336444;403733;1868919;Very Large Number
430;10623;12748;15298;18358;20506;26436;31723;38068;45682;54818;253754;Large Number
431;87357;104828;125794;150953;59392;217373;260848;313018;375622;450746;2086539;Very Large Number
432;74411;89293;107152;128582;38922;185158;222190;266628;319954;383945;1777313;Very Large Number
433;86082;103298;123958;148750;67237;214200;257040;308448;370138;444166;2056080;Very Large Number
434;79292;95150;114180;137016;86315;197303;236764;284117;340940;409128;1893890;Very Large Number
435;5445;6534;7841;9409;85312;13549;16259;19511;23413;28096;130057;Large Number
436;3600;4320;5184;6221;29604;8958;10750;12900;15480;18576;85989;Large Number
437;17256;20707;24848;29818;61897;42938;51526;61831;74197;89036;412157;Large Number
438;56111;67333;80800;96960;14877;139622;167546;201055;241266;289519;1340212;Very Large Number
439;33831;40597;48716;58459;81093;84181;101017;121220;145464;174557;808042;Very Large Number
440;93299;111959;134351;161221;88387;232158;278590;334308;401170;481404;2228460;Very Large Number
441;37120;44544;53453;64144;92500;92368;110842;133010;159612;191534;886627;Very Large Number
442;60904;73085;87702;105242;62205;151548;181858;218230;261876;314251;1454696;Very Large Number
443;9418;11302;13562;16274;57257;23435;28122;33746;40495;48594;224948;Large Number
444;50815;60978;73174;87809;62281;126445;151734;182081;218497;262196;1213729;Very Large Number
445;37913;45496;54595;65514;24448;94340;113208;135850;163020;195624;905560;Very Large Number
446;95781;114937;137924;165509;21432;238333;286000;343200;411840;494208;2287732;Very Large Number
447;36901;44281;53137;63764;89236;91820;110184;132221;158665;190398;881371;Very Large Number
448;18956;22747;27296;32755;61554;47167;56600;67920;81504;97805;452750;Large Number
449;15010;18012;21614;25937;36729;37349;44819;53783;64540;77448;358512;Large Number
450;91449;109739;131687;158024;54928;227555;273066;327679;393215;471858;2184272;Very Large Number
451;93523;112228;134674;161609;37445;232717;279260;335112;402134;482561;2233818;Very Large Number
452;684;821;985;1182;38741;1702;2042;2450;2940;3528;16334;Medium Number
453;94515;113418;136102;163322;55629;235183;282220;338664;406397;487676;2257497;Very Large Number
454;99757;119708;143650;172380;57638;248227;297872;357446;428935;514722;2382697;Very Large Number
455;68421;82105;98526;118231;72985;170252;204302;245162;294194;353033;1634226;Very Large Number
456;52809;63371;76045;91254;60294;131406;157687;189224;227069;272483;1261348;Very Large Number
457;22440;26928;32314;38777;14984;55838;67006;80407;96488;115786;535984;Very Large Number
458;71225;85470;102564;123077;23702;177230;212676;255211;306253;367504;1701210;Very Large Number
459;63581;76297;91556;109867;88501;158208;189850;227820;273384;328061;1518624;Very Large Number
460;22399;26879;32255;38706;55144;55736;66883;80260;96312;115574;535004;Very Large Number
461;90497;108596;130315;156378;34731;225185;270222;324266;389119;466943;2161521;Very Large Number
462;71491;85789;102947;123536;24004;177892;213470;256164;307397;368876;1707562;Very Large Number
463;82367;98840;118608;142330;63363;204955;245946;295135;354162;424994;1967337;Very Large Number
464;55180;66216;79459;95351;64020;137305;164766;197719;237263;284716;1317975;Very Large Number
465;23613;28336;34003;40804;82132;58758;70510;84612;101534;121841;564011;Very Large Number
466;96008;115210;138252;165902;63002;238898;286678;344014;412817;495380;2293159;Very Large Number
467;28937;34724;41669;50003;62564;72005;86406;103687;124424;149309;691164;Very Large Number
468;32402;38882;46658;55990;45544;80626;96751;116101;139321;167185;773916;Very Large Number
469;9906;11887;14264;17117;48339;24648;29578;35494;42593;51112;236599;Large Number
470;1345;1614;1937;2324;52476;3347;4016;4819;5783;6940;32125;Medium Number
471;29813;35776;42931;51517;27837;74184;89021;106825;128190;153828;712085;Very Large Number
472;43499;52199;62639;75167;23639;108240;129888;155866;187039;224447;1038984;Very Large Number
473;87699;105239;126287;151544;4652;218224;261869;314243;377092;452510;2094707;Very Large Number
474;69972;83966;100759;120911;21061;174112;208934;250721;300865;361038;1671278;Very Large Number
475;42347;50816;60979;73175;47849;105372;126446;151735;182082;218498;1011450;Very Large Number
476;11973;14368;17242;20690;2769;29794;35753;42904;51485;61782;285991;Large Number
477;14798;17758;21310;25572;18134;36823;44188;53026;63631;76357;353463;Large Number
478;80161;96193;115432;138518;93890;199466;239359;287231;344677;413612;1914649;Very Large Number
479;27252;32702;39242;47090;79204;67810;81372;97646;117175;140610;650899;Very Large Number
480;1805;2166;2599;3119;59148;4492;5390;6468;7762;9314;43115;Medium Number
481;2418;2902;3482;4178;14079;6017;7220;8664;10397;12476;57754;Large Number
482;2374;2849;3419;4103;49311;5909;7091;8509;10211;12253;56718;Large Number
483;25211;30253;36304;43565;12448;62734;75281;90337;108404;130085;602174;Very Large Number
484;72141;86569;103883;124660;33125;179510;215412;258494;310193;372232;1723094;Very Large Number
485;7822;9386;11263;13516;47194;19463;23356;28027;33632;40358;186823;Large Number
486;41979;50375;60450;72540;77772;104458;125350;150420;180504;216605;1002681;Very Large Number
487;51515;61818;74182;89018;55260;128186;153823;184588;221506;265807;1230443;Very Large Number
